agent_id,agent_name,contact_number,agency_name,experience_years,booking_id
A1784,Heather Himes,6382751661,Dream Homes Agency,3,B1784
A1785,Carmela Alvarado,6382751662,Golden Key Realty,3,B1785
A1786,Jenifer Taylor,6382751663,SmartSpace Properties,5,B1786
A1787,Kimberly Pawlak,6382751664,Horizon Realty Group,4,B1787
A1788,Walter Rouse,6382751665,BlueStone Estates,5,B1788
A1789,Faith Johnson,6382751666,Landmark Realty,3,B1789
A1790,Franklin Perez,6382751667,CityScape Properties,4,B1790
A1791,Richard Maes,6382751668,Prime Realty,5,B1791
A1792,Wilfredo Crosson,6382751669,Elite Property Solutions,5,B1792
A1793,Freddie Buran,6382751670,Urban Nest Realty,3,B1793
A1794,Joseph Wolf,6382751671,Dream Homes Agency,3,B1794
A1795,Alyssa Torres,6382751672,Golden Key Realty,6,B1795
A1796,Eric Semple,6382751673,SmartSpace Properties,5,B1796
A1797,Charles Heacock,6382751674,Horizon Realty Group,5,B1797
A1798,Jack Reynolds,6382751675,BlueStone Estates,5,B1798
A1799,Florence Ruppe,6382751676,Landmark Realty,4,B1799
A1800,Fred Jones,6382751677,CityScape Properties,4,B1800
A1801,Clifford Oneil,6382751678,Prime Realty,3,B1801
A1802,Lila Pruitt,6382751679,Elite Property Solutions,6,B1802
A1803,Chris Polan,6382751680,Urban Nest Realty,3,B1803
A1804,John Osterhoudt,6382751681,Dream Homes Agency,6,B1804
A1805,Jose Mccraw,6382751682,Golden Key Realty,4,B1805
A1806,Jerry Davis,6382751683,SmartSpace Properties,4,B1806
A1807,Edith Mobley,6382751684,Horizon Realty Group,3,B1807
A1808,Carrie Arriaga,6382751685,BlueStone Estates,4,B1808
A1809,Addie Parks,6382751686,Landmark Realty,3,B1809
A1810,Estrella Looney,6382751687,CityScape Properties,4,B1810
A1811,Beverly Simens,6382751688,Prime Realty,5,B1811
A1812,Catherine Page,6382751689,Elite Property Solutions,4,B1812
A1813,Melissa Pacheco,6382751690,Urban Nest Realty,5,B1813
A1814,Richard Mount,6382751691,Dream Homes Agency,6,B1814
A1815,Melvin Sanford,6382751692,Golden Key Realty,3,B1815
A1816,Christian Boudreaux,6382751693,SmartSpace Properties,3,B1816
A1817,Frederick Bilodeau,6382751694,Horizon Realty Group,6,B1817
A1818,Sierra Perez,6382751695,BlueStone Estates,4,B1818
A1819,Jack Wilson,6382751696,Landmark Realty,4,B1819
A1820,Jack Miller,6382751697,CityScape Properties,4,B1820
A1821,Thomas Bennett,6382751698,Prime Realty,4,B1821
A1822,Carol Golightly,6382751699,Elite Property Solutions,4,B1822
A1823,Molly Jones,6382751700,Urban Nest Realty,3,B1823
A1824,Jessica Barkley,6382751701,Dream Homes Agency,6,B1824
A1825,Manuel Robin,6382751702,Golden Key Realty,4,B1825
A1826,Jimmy Krebs,6382751703,SmartSpace Properties,3,B1826
A1827,Mary Nielson,6382751704,Horizon Realty Group,3,B1827
A1828,Krystal Bak,6382751705,BlueStone Estates,4,B1828
A1829,Harry Quinton,6382751706,Landmark Realty,6,B1829
A1830,Dorothy Alcantara,6382751707,CityScape Properties,3,B1830
A1831,Travis Diaz,6382751708,Prime Realty,3,B1831
A1832,Erik Brown,6382751709,Elite Property Solutions,5,B1832
A1833,Shirley Koch,6382751710,Urban Nest Realty,6,B1833
A1834,Ashley Morin,6382751711,Dream Homes Agency,3,B1834
A1835,Frederick Ball,6382751712,Golden Key Realty,4,B1835
A1836,Kelvin Morris,6382751713,SmartSpace Properties,5,B1836
A1837,Joshua Lee,6382751714,Horizon Realty Group,6,B1837
A1838,Opal Pruiett,6382751715,BlueStone Estates,4,B1838
A1839,Derrick Harris,6382751716,Landmark Realty,6,B1839
A1840,Patrick Urbina,6382751717,CityScape Properties,4,B1840
A1841,Dorothy Kramer,6382751718,Prime Realty,6,B1841
A1842,Julie Edwards,6382751719,Elite Property Solutions,3,B1842
A1843,Mike Mcglothlin,6382751720,Urban Nest Realty,5,B1843
A1844,Susan Greene,6382751721,Dream Homes Agency,3,B1844
A1845,Moses Barker,6382751722,Golden Key Realty,5,B1845
A1846,Brenda Trotman,6382751723,SmartSpace Properties,6,B1846
A1847,Joshua Thornton,6382751724,Horizon Realty Group,6,B1847
A1848,Marcus Smith,6382751725,BlueStone Estates,3,B1848
A1849,Michael Schlager,6382751726,Landmark Realty,6,B1849
A1850,Jennifer Unger,6382751727,CityScape Properties,6,B1850
A1851,Elizabeth Robinson,6382751728,Prime Realty,6,B1851
A1852,Lisa Hamilton,6382751729,Elite Property Solutions,6,B1852
A1853,Stephen Flowers,6382751730,Urban Nest Realty,6,B1853
A1854,Melissa Bouska,6382751731,Dream Homes Agency,6,B1854
A1855,Belia Parker,6382751732,Golden Key Realty,3,B1855
A1856,Mary Harp,6382751733,SmartSpace Properties,3,B1856
A1857,Teresa Mireles,6382751734,Horizon Realty Group,5,B1857
A1858,Maya Redman,6382751735,BlueStone Estates,5,B1858
A1859,Terrilyn Arcizo,6382751736,Landmark Realty,6,B1859
A1860,Oren Griffitts,6382751737,CityScape Properties,5,B1860
A1861,Allen Huntington,6382751738,Prime Realty,6,B1861
A1862,Carolyn Voss,6382751739,Elite Property Solutions,5,B1862
A1863,Roberto King,6382751740,Urban Nest Realty,3,B1863
A1864,Nancy Dixon,6382751741,Dream Homes Agency,4,B1864
A1865,Robert Shannon,6382751742,Golden Key Realty,5,B1865
A1866,Kevin Shafer,6382751743,SmartSpace Properties,4,B1866
A1867,Linda Crawford,6382751744,Horizon Realty Group,3,B1867
A1868,Grace Hannah,6382751745,BlueStone Estates,4,B1868
A1869,Amanda Anderson,6382751746,Landmark Realty,6,B1869
A1870,Alma Nolan,6382751747,CityScape Properties,6,B1870
A1871,Toni Martinez,6382751748,Prime Realty,6,B1871
A1872,Janet Stringer,6382751749,Elite Property Solutions,6,B1872
A1873,Daniel Hernandez,6382751750,Urban Nest Realty,6,B1873
A1874,Craig Caruthers,6382751751,Dream Homes Agency,4,B1874
A1875,Thelma Wiltse,6382751752,Golden Key Realty,4,B1875
A1876,Jacqueline Hubbard,6382751753,SmartSpace Properties,4,B1876
A1877,Cindy Pena,6382751754,Horizon Realty Group,3,B1877
A1878,Tara Bailey,6382751755,BlueStone Estates,6,B1878
A1879,Ashley Aste,6382751756,Landmark Realty,6,B1879
A1880,Christina Mckee,6382751757,CityScape Properties,4,B1880
A1881,Bobby Ostrander,6382751758,Prime Realty,5,B1881
A1882,William Weitzel,6382751759,Elite Property Solutions,5,B1882
A1883,Wendy Behrens,6382751760,Urban Nest Realty,5,B1883
A1884,Jesse Peters,6382751761,Dream Homes Agency,5,B1884
A1885,Teresa Bullins,6382751762,Golden Key Realty,6,B1885
A1886,Amie Mccray,6382751763,SmartSpace Properties,4,B1886
A1887,Felicita Dewolf,6382751764,Horizon Realty Group,4,B1887
A1888,Patricia Johnson,6382751765,BlueStone Estates,5,B1888
A1889,Peter Viola,6382751766,Landmark Realty,6,B1889
A1890,Robert Wheeler,6382751767,CityScape Properties,5,B1890
A1891,Richard Snell,6382751768,Prime Realty,4,B1891
A1892,Lou Redhead,6382751769,Elite Property Solutions,4,B1892
A1893,Jana Bell,6382751770,Urban Nest Realty,6,B1893
A1894,Linda Lloyd,6382751771,Dream Homes Agency,5,B1894
A1895,Latonya Dean,6382751772,Golden Key Realty,4,B1895
A1896,Lyle Williams,6382751773,SmartSpace Properties,3,B1896
A1897,Earl Montano,6382751774,Horizon Realty Group,6,B1897
A1898,Peter Glenn,6382751775,BlueStone Estates,5,B1898
A1899,Veronica Myers,6382751776,Landmark Realty,4,B1899
A1900,Elton Scamehorn,6382751777,CityScape Properties,4,B1900
A1901,John Ramsey,6382751778,Prime Realty,4,B1901
A1902,Billy Christo,6382751779,Elite Property Solutions,6,B1902
A1903,Bob Madden,6382751780,Urban Nest Realty,5,B1903
A1904,James Evans,6382751781,Dream Homes Agency,5,B1904
A1905,Howard Hornlein,6382751782,Golden Key Realty,3,B1905
A1906,Tammy Sinclair,6382751783,SmartSpace Properties,4,B1906
A1907,Arlene Chalifour,6382751784,Horizon Realty Group,5,B1907
A1908,Jaqueline Wellman,6382751785,BlueStone Estates,3,B1908
A1909,Jacklyn Robertson,6382751786,Landmark Realty,6,B1909
A1910,Timothy Robeson,6382751787,CityScape Properties,5,B1910
A1911,Douglas Smith,6382751788,Prime Realty,3,B1911
A1912,Carol Sumner,6382751789,Elite Property Solutions,4,B1912
A1913,Christy Banister,6382751790,Urban Nest Realty,6,B1913
A1914,Kenny Reynolds,6382751791,Dream Homes Agency,5,B1914
A1915,Sylvia Waddell,6382751792,Golden Key Realty,6,B1915
A1916,Timothy Hayden,6382751793,SmartSpace Properties,3,B1916
A1917,Lila West,6382751794,Horizon Realty Group,4,B1917
A1918,Robert Shepherd,6382751795,BlueStone Estates,4,B1918
A1919,Sergio Anderson,6382751796,Landmark Realty,4,B1919
A1920,Sandra Mcallister,6382751797,CityScape Properties,4,B1920
A1921,Leon Kaelker,6382751798,Prime Realty,4,B1921
A1922,Charles White,6382751799,Elite Property Solutions,6,B1922
A1923,Richard Fisher,6382751800,Urban Nest Realty,4,B1923
A1924,Jimmie Dimmick,6382751801,Dream Homes Agency,6,B1924
A1925,Cleo Coffin,6382751802,Golden Key Realty,6,B1925
A1926,Lynne Matthews,6382751803,SmartSpace Properties,3,B1926
A1927,Crystal Alt,6382751804,Horizon Realty Group,3,B1927
A1928,Bobby Wynn,6382751805,BlueStone Estates,4,B1928
A1929,Tonia Clark,6382751806,Landmark Realty,4,B1929
A1930,Rocio Hartt,6382751807,CityScape Properties,3,B1930
A1931,Micheal Fernandez,6382751808,Prime Realty,4,B1931
A1932,James Brace,6382751809,Elite Property Solutions,5,B1932
A1933,John Hixon,6382751810,Urban Nest Realty,5,B1933
A1934,Henry Hawks,6382751811,Dream Homes Agency,5,B1934
A1935,Carlos Christman,6382751812,Golden Key Realty,5,B1935
A1936,Mary Glass,6382751813,SmartSpace Properties,6,B1936
A1937,Gregory Hull,6382751814,Horizon Realty Group,5,B1937
A1938,Harry Rozmus,6382751815,BlueStone Estates,5,B1938
A1939,James Love,6382751816,Landmark Realty,6,B1939
A1940,Jimmy Kettl,6382751817,CityScape Properties,4,B1940
A1941,Angela Rodriguez,6382751818,Prime Realty,6,B1941
A1942,William Broussard,6382751819,Elite Property Solutions,5,B1942
A1943,Daisy Morgan,6382751820,Urban Nest Realty,5,B1943
A1944,Ernest Lovett,6382751821,Dream Homes Agency,6,B1944
A1945,Edna Duffy,6382751822,Golden Key Realty,5,B1945
A1946,Mary Hoffman,6382751823,SmartSpace Properties,3,B1946
A1947,Mary Silk,6382751824,Horizon Realty Group,5,B1947
A1948,James Day,6382751825,BlueStone Estates,6,B1948
A1949,Keila Jordan,6382751826,Landmark Realty,6,B1949
A1950,Byron Kunz,6382751827,CityScape Properties,6,B1950
A1951,Mary Jordan,6382751828,Prime Realty,3,B1951
A1952,Melissa Carney,6382751829,Elite Property Solutions,4,B1952
A1953,Marvin Xaimoungkhoun,6382751830,Urban Nest Realty,4,B1953
A1954,Thomas James,6382751831,Dream Homes Agency,6,B1954
A1955,Michelle Bommarito,6382751832,Golden Key Realty,5,B1955
A1956,Alice Schulz,6382751833,SmartSpace Properties,6,B1956
A1957,Jennifer Korfhage,6382751834,Horizon Realty Group,4,B1957
A1958,Joseph Bergman,6382751835,BlueStone Estates,5,B1958
A1959,Steven Johnson,6382751836,Landmark Realty,3,B1959
A1960,Carmen Casillas,6382751837,CityScape Properties,5,B1960
A1961,Vera Terry,6382751838,Prime Realty,3,B1961
A1962,Betsy Sadler,6382751839,Elite Property Solutions,4,B1962
A1963,Amelia Rodriguez,6382751840,Urban Nest Realty,4,B1963
A1964,Guillermo Streeter,6382751841,Dream Homes Agency,5,B1964
A1965,Russell Joseph,6382751842,Golden Key Realty,6,B1965
A1966,Dwayne Traino,6382751843,SmartSpace Properties,6,B1966
A1967,Mario Schmidt,6382751844,Horizon Realty Group,4,B1967
A1968,Daniel Powell,6382751845,BlueStone Estates,6,B1968
A1969,Jeanne Harden,6382751846,Landmark Realty,5,B1969
A1970,Wilford Thomas,6382751847,CityScape Properties,3,B1970
A1971,Peter Shockley,6382751848,Prime Realty,4,B1971
A1972,Leigh Breisch,6382751849,Elite Property Solutions,6,B1972
A1973,John Rayburn,6382751850,Urban Nest Realty,4,B1973
A1974,Cody Hazzard,6382751851,Dream Homes Agency,4,B1974
A1975,Eugene Richards,6382751852,Golden Key Realty,4,B1975
A1976,Glenn Gonzalez,6382751853,SmartSpace Properties,6,B1976
A1977,Jose Waldman,6382751854,Horizon Realty Group,5,B1977
A1978,Jonathan Danner,6382751855,BlueStone Estates,6,B1978
A1979,Gerald Bayer,6382751856,Landmark Realty,4,B1979
A1980,Jay Veil,6382751857,CityScape Properties,3,B1980
A1981,Brandon Falls,6382751858,Prime Realty,5,B1981
A1982,James Loveman,6382751859,Elite Property Solutions,5,B1982
A1983,Lorraine Bolinger,6382751860,Urban Nest Realty,6,B1983
A1984,Daniel Blakeman,6382751861,Dream Homes Agency,3,B1984
A1985,Fern Williams,6382751862,Golden Key Realty,3,B1985
A1986,Shaun Novak,6382751863,SmartSpace Properties,6,B1986
A1987,Robert Thurman,6382751864,Horizon Realty Group,3,B1987
A1988,Richard Allen,6382751865,BlueStone Estates,3,B1988
A1989,Miguel Moreno,6382751866,Landmark Realty,5,B1989
A1990,James Brownlee,6382751867,CityScape Properties,5,B1990
A1991,Hector Parks,6382751868,Prime Realty,6,B1991
A1992,Melissa Ogilvie,6382751869,Elite Property Solutions,6,B1992
A1993,Jeff Cerrone,6382751870,Urban Nest Realty,6,B1993
A1994,Christina Campbell,6382751871,Dream Homes Agency,4,B1994
A1995,Wayne Estep,6382751872,Golden Key Realty,6,B1995
A1996,Joseph Reyes,6382751873,SmartSpace Properties,4,B1996
A1997,Wanda Jacobs,6382751874,Horizon Realty Group,5,B1997
A1998,Debra Troublefield,6382751875,BlueStone Estates,6,B1998
A1999,Mandy Roundtree,6382751876,Landmark Realty,6,B1999
A2000,Teresa Mccarron,6382751877,CityScape Properties,5,B2000
A2001,Desiree Loudy,6382751878,Prime Realty,6,B2001
A2002,John Brown,6382751879,Elite Property Solutions,6,B2002
A2003,Carlos Chappell,6382751880,Urban Nest Realty,3,B2003
A2004,George Epperson,6382751881,Dream Homes Agency,4,B2004
A2005,Jeffery Blount,6382751882,Golden Key Realty,5,B2005
A2006,David Rautenberg,6382751883,SmartSpace Properties,4,B2006
A2007,Andrew Williams,6382751884,Horizon Realty Group,4,B2007
A2008,Alicia Clem,6382751885,BlueStone Estates,4,B2008
A2009,Edward Davidson,6382751886,Landmark Realty,5,B2009
A2010,Alejandra Craig,6382751887,CityScape Properties,3,B2010
A2011,Chase Hinzman,6382751888,Prime Realty,5,B2011
A2012,Brigitte Bobbitt,6382751889,Elite Property Solutions,3,B2012
A2013,Richard Post,6382751890,Urban Nest Realty,6,B2013
A2014,Kevin Puente,6382751891,Dream Homes Agency,6,B2014
A2015,Michael Lopez,6382751892,Golden Key Realty,4,B2015
A2016,Patrica Guyton,6382751893,SmartSpace Properties,6,B2016
A2017,Michael Perry,6382751894,Horizon Realty Group,3,B2017
A2018,Sierra Kirkland,6382751895,BlueStone Estates,4,B2018
A2019,Suzanne Patterson,6382751896,Landmark Realty,5,B2019
A2020,Roger Curran,6382751897,CityScape Properties,3,B2020
A2021,Kevin Schuetze,6382751898,Prime Realty,5,B2021
A2022,Cecile Spinks,6382751899,Elite Property Solutions,3,B2022
A2023,Wilbur Dejesus,6382751900,Urban Nest Realty,5,B2023
A2024,Jeannie Heineman,6382751901,Dream Homes Agency,6,B2024
A2025,John Russell,6382751902,Golden Key Realty,6,B2025
A2026,Enrique Kesselman,6382751903,SmartSpace Properties,6,B2026
A2027,Casey Courser,6382751904,Horizon Realty Group,6,B2027
A2028,Delora Stark,6382751905,BlueStone Estates,3,B2028
A2029,Veronica Grennan,6382751906,Landmark Realty,6,B2029
A2030,Linda Oliphant,6382751907,CityScape Properties,5,B2030
A2031,Sue Edge,6382751908,Prime Realty,5,B2031
A2032,David Butler,6382751909,Elite Property Solutions,6,B2032
A2033,Peggy Lallo,6382751910,Urban Nest Realty,6,B2033
A2034,Dick Carrell,6382751911,Dream Homes Agency,5,B2034
A2035,Felix Banks,6382751912,Golden Key Realty,4,B2035
A2036,Amelia Haynes,6382751913,SmartSpace Properties,4,B2036
A2037,Kristin Barnes,6382751914,Horizon Realty Group,6,B2037
A2038,Leo Keepers,6382751915,BlueStone Estates,5,B2038
A2039,Nicholas Zumwalt,6382751916,Landmark Realty,5,B2039
A2040,Kenneth Harvey,6382751917,CityScape Properties,4,B2040
A2041,Gary Duncan,6382751918,Prime Realty,5,B2041
A2042,Timothy Bunker,6382751919,Elite Property Solutions,4,B2042
A2043,Susan Smith,6382751920,Urban Nest Realty,3,B2043
A2044,Frank Harris,6382751921,Dream Homes Agency,5,B2044
A2045,Richard Lee,6382751922,Golden Key Realty,5,B2045
A2046,Sharon Husbands,6382751923,SmartSpace Properties,6,B2046
A2047,Silvia Craig,6382751924,Horizon Realty Group,5,B2047
A2048,John Nelson,6382751925,BlueStone Estates,4,B2048
A2049,Eva Richardson,6382751926,Landmark Realty,6,B2049
A2050,Richard Hammond,6382751927,CityScape Properties,6,B2050
A2051,Tyrone Speziale,6382751928,Prime Realty,4,B2051
A2052,Anne Smith,6382751929,Elite Property Solutions,3,B2052
A2053,Laurie Rowell,6382751930,Urban Nest Realty,4,B2053
A2054,Jackie Lints,6382751931,Dream Homes Agency,6,B2054
A2055,Rolf Feldman,6382751932,Golden Key Realty,4,B2055
A2056,Jason Fields,6382751933,SmartSpace Properties,5,B2056
A2057,William Newbold,6382751934,Horizon Realty Group,3,B2057
A2058,Jesse Taylor,6382751935,BlueStone Estates,5,B2058
A2059,Timothy Wozniak,6382751936,Landmark Realty,4,B2059
A2060,Jeremiah Vasquez,6382751937,CityScape Properties,4,B2060
A2061,Carla Hunt,6382751938,Prime Realty,6,B2061
A2062,Beverly Torres,6382751939,Elite Property Solutions,3,B2062
A2063,Terrell Westlie,6382751940,Urban Nest Realty,6,B2063
A2064,Luciano Vasquez,6382751941,Dream Homes Agency,4,B2064
A2065,Levi Braswell,6382751942,Golden Key Realty,4,B2065
A2066,Robin Cherubino,6382751943,SmartSpace Properties,5,B2066
A2067,Catherine Delisa,6382751944,Horizon Realty Group,4,B2067
A2068,Joseph Swenson,6382751945,BlueStone Estates,6,B2068
A2069,Rosemary Dawes,6382751946,Landmark Realty,3,B2069
A2070,Jason Limmel,6382751947,CityScape Properties,5,B2070
A2071,Jessie Maldonado,6382751948,Prime Realty,6,B2071
A2072,Kate Ware,6382751949,Elite Property Solutions,6,B2072
A2073,Robert Franklin,6382751950,Urban Nest Realty,4,B2073
A2074,Derek Leak,6382751951,Dream Homes Agency,5,B2074
A2075,Catherine Smiley,6382751952,Golden Key Realty,6,B2075
A2076,Arlene Beck,6382751953,SmartSpace Properties,4,B2076
A2077,Tammy Owens,6382751954,Horizon Realty Group,3,B2077
A2078,Mathilde Martino,6382751955,BlueStone Estates,5,B2078
A2079,Keith Strickland,6382751956,Landmark Realty,5,B2079
A2080,Shirley Crockette,6382751957,CityScape Properties,4,B2080
A2081,Ora Tefft,6382751958,Prime Realty,6,B2081
A2082,Alice Rhodes,6382751959,Elite Property Solutions,5,B2082
A2083,Steven Wood,6382751960,Urban Nest Realty,4,B2083
A2084,James Wilson,6382751961,Dream Homes Agency,6,B2084
A2085,Daniel Calahan,6382751962,Golden Key Realty,6,B2085
A2086,Ada Thompson,6382751963,SmartSpace Properties,3,B2086
A2087,Hillary Rivera,6382751964,Horizon Realty Group,5,B2087
A2088,Terri Ulatowski,6382751965,BlueStone Estates,5,B2088
A2089,Lisa Ellenberger,6382751966,Landmark Realty,3,B2089
A2090,Seema Madden,6382751967,CityScape Properties,5,B2090
A2091,Joshua Hendricks,6382751968,Prime Realty,3,B2091
A2092,Mallory Oglesbee,6382751969,Elite Property Solutions,6,B2092
A2093,Carlos Timothy,6382751970,Urban Nest Realty,4,B2093
A2094,Harriet Harvey,6382751971,Dream Homes Agency,6,B2094
A2095,Roma Baum,6382751972,Golden Key Realty,6,B2095
A2096,Barbara Snethen,6382751973,SmartSpace Properties,4,B2096
A2097,Kathryn Medlar,6382751974,Horizon Realty Group,6,B2097
A2098,Santiago Jackson,6382751975,BlueStone Estates,6,B2098
A2099,Kevin Weeks,6382751976,Landmark Realty,3,B2099
A2100,James Reynolds,6382751977,CityScape Properties,4,B2100
A2101,Anita Stein,6382751978,Prime Realty,4,B2101
A2102,Elva Muir,6382751979,Elite Property Solutions,4,B2102
A2103,Chung Ferris,6382751980,Urban Nest Realty,3,B2103
A2104,Leon Watkins,6382751981,Dream Homes Agency,5,B2104
A2105,Erin Johnston,6382751982,Golden Key Realty,4,B2105
A2106,Maria Ransom,6382751983,SmartSpace Properties,4,B2106
A2107,Ida Schiefelbein,6382751984,Horizon Realty Group,3,B2107
A2108,Jon Czech,6382751985,BlueStone Estates,6,B2108
A2109,Denise Pickett,6382751986,Landmark Realty,5,B2109
A2110,John Dunleavy,6382751987,CityScape Properties,6,B2110
A2111,David Preston,6382751988,Prime Realty,4,B2111
A2112,Dennis English,6382751989,Elite Property Solutions,4,B2112
A2113,Rosy Parker,6382751990,Urban Nest Realty,3,B2113
A2114,Daniel Wainscott,6382751991,Dream Homes Agency,3,B2114
A2115,John Watkins,6382751992,Golden Key Realty,4,B2115
A2116,Felecia Wallace,6382751993,SmartSpace Properties,6,B2116
A2117,Rita Feurtado,6382751994,Horizon Realty Group,5,B2117
A2118,Jeffrey Harrison,6382751995,BlueStone Estates,6,B2118
A2119,Sherry Pace,6382751996,Landmark Realty,5,B2119
A2120,Henry Walker,6382751997,CityScape Properties,5,B2120
A2121,Lewis Haven,6382751998,Prime Realty,3,B2121
A2122,Scott Williams,6382751999,Elite Property Solutions,4,B2122
A2123,Kathy Amador,6382752000,Urban Nest Realty,5,B2123
A2124,Clyde Shank,6382752001,Dream Homes Agency,5,B2124
A2125,Barbara Husseini,6382752002,Golden Key Realty,6,B2125
A2126,Percy Valone,6382752003,SmartSpace Properties,5,B2126
A2127,Nathan Agro,6382752004,Horizon Realty Group,6,B2127
A2128,Mary Lewis,6382752005,BlueStone Estates,4,B2128
A2129,Jerry Stein,6382752006,Landmark Realty,6,B2129
A2130,Brenda Kalama,6382752007,CityScape Properties,3,B2130
A2131,Ashton Hermans,6382752008,Prime Realty,4,B2131
A2132,Henry Ramos,6382752009,Elite Property Solutions,3,B2132
A2133,Mark Newman,6382752010,Urban Nest Realty,6,B2133
A2134,Aaron Tunnell,6382752011,Dream Homes Agency,6,B2134
A2135,Elenor Betzer,6382752012,Golden Key Realty,5,B2135
A2136,Gary Valladares,6382752013,SmartSpace Properties,5,B2136
A2137,Michael Brimmage,6382752014,Horizon Realty Group,4,B2137
A2138,Bertha Steib,6382752015,BlueStone Estates,6,B2138
A2139,Maria Perez,6382752016,Landmark Realty,3,B2139
A2140,Dawn Alzate,6382752017,CityScape Properties,4,B2140
A2141,Tonia Bunting,6382752018,Prime Realty,3,B2141
A2142,Eddie White,6382752019,Elite Property Solutions,3,B2142
A2143,Paula Booth,6382752020,Urban Nest Realty,6,B2143
A2144,Earnestine Ratcliff,6382752021,Dream Homes Agency,5,B2144
A2145,Richard Rabinowitz,6382752022,Golden Key Realty,5,B2145
A2146,Jeff Vanzandt,6382752023,SmartSpace Properties,6,B2146
A2147,Frieda North,6382752024,Horizon Realty Group,3,B2147
A2148,Sherrie Marguez,6382752025,BlueStone Estates,3,B2148
A2149,Dorothy Schaal,6382752026,Landmark Realty,5,B2149
A2150,Lois Brown,6382752027,CityScape Properties,4,B2150
A2151,Kathy Ardon,6382752028,Prime Realty,4,B2151
A2152,Shawn Murphy,6382752029,Elite Property Solutions,6,B2152
A2153,Agnes Dickerman,6382752030,Urban Nest Realty,5,B2153
A2154,Ralph Bryant,6382752031,Dream Homes Agency,5,B2154
A2155,Carl Garza,6382752032,Golden Key Realty,6,B2155
A2156,Richard Harrison,6382752033,SmartSpace Properties,3,B2156
A2157,Dennis Quinton,6382752034,Horizon Realty Group,5,B2157
A2158,Kenneth Allison,6382752035,BlueStone Estates,4,B2158
A2159,Elizabeth Reyes,6382752036,Landmark Realty,5,B2159
A2160,Robert Oliver,6382752037,CityScape Properties,4,B2160
A2161,John Brown,6382752038,Prime Realty,6,B2161
A2162,Emma East,6382752039,Elite Property Solutions,5,B2162
A2163,Charles Anderson,6382752040,Urban Nest Realty,3,B2163
A2164,Marisol Morgan,6382752041,Dream Homes Agency,5,B2164
A2165,Mary Monteleone,6382752042,Golden Key Realty,6,B2165
A2166,Megan Luster,6382752043,SmartSpace Properties,6,B2166
A2167,Raymond Beaty,6382752044,Horizon Realty Group,5,B2167
A2168,Roderick Sudbeck,6382752045,BlueStone Estates,4,B2168
A2169,Dolores Aquino,6382752046,Landmark Realty,3,B2169
A2170,Patricia Mcrae,6382752047,Prime Realty,4,B2170
A2171,Anne Fly,6382752048,Prime Realty,4,B2171
A2172,Mozell Huard,6382752049,Prime Realty,5,B2172
A2173,Julie Brothers,6382752050,Prime Realty,6,B2173
A2174,Danielle Patterson,6382752051,Prime Realty,3,B2174
A2175,Cynthia Henry,6382752052,Prime Realty,3,B2175
A2176,Leslie Haas,6382752053,Prime Realty,3,B2176
A2177,Melody Schrom,6382752054,Prime Realty,4,B2177
A2178,Lloyd Profit,6382752055,Prime Realty,5,B2178
A2179,Dennis Combs,6382752056,Prime Realty,6,B2179
A2180,Frank Smith,6382752057,Prime Realty,4,B2180
A2181,Richard Clifton,6382752058,Prime Realty,4,B2181
A2182,Walter Mccune,6382752059,Prime Realty,3,B2182
A2183,Gary Gordon,6382752060,Prime Realty,3,B2183
A2184,Lance Chaves,6382752061,Prime Realty,6,B2184
A2185,Lamar Sherlock,6382752062,Prime Realty,5,B2185
A2186,Will Figaro,6382752063,Prime Realty,6,B2186
A2187,Teresita Baker,6382752064,Prime Realty,6,B2187
A2188,Howard Koch,6382752065,Prime Realty,6,B2188
A2189,James Page,6382752066,Prime Realty,3,B2189
A2190,Muriel Rivas,6382752067,Prime Realty,5,B2190
A2191,David Minors,6382752068,Prime Realty,5,B2191
A2192,Sung Sullivan,6382752069,Prime Realty,4,B2192
A2193,Kathy Goodson,6382752070,Prime Realty,3,B2193
A2194,Leonard Michael,6382752071,Prime Realty,3,B2194
A2195,Kathleen Heras,6382752072,Prime Realty,4,B2195
A2196,Brian Macdonald,6382752073,Prime Realty,4,B2196
A2197,Anna Jennings,6382752074,Prime Realty,5,B2197
A2198,Dwight Faulkner,6382752075,Prime Realty,4,B2198
A2199,Juan Chaplin,6382752076,Prime Realty,5,B2199
A2200,David Sanford,6382752077,Prime Realty,5,B2200
A2201,Carmen Stinchcomb,6382752078,Prime Realty,4,B2201
A2202,Joshua Big,6382752079,Prime Realty,4,B2202
A2203,Joseph Oswalt,6382752080,Prime Realty,6,B2203
A2204,Julietta Smock,6382752081,Prime Realty,4,B2204
A2205,Edward Day,6382752082,Prime Realty,3,B2205
A2206,Amy Presley,6382752083,Prime Realty,5,B2206
A2207,James Wright,6382752084,Prime Realty,5,B2207
A2208,Patrick Lawrence,6382752085,Prime Realty,3,B2208
A2209,Richard Midgette,6382752086,Prime Realty,4,B2209
A2210,Alton Collins,6382752087,Prime Realty,4,B2210
A2211,Joann Clemments,6382752088,Prime Realty,5,B2211
A2212,George Bird,6382752089,Prime Realty,4,B2212
A2213,Frankie Walston,6382752090,Prime Realty,3,B2213
A2214,Blanca Ozzella,6382752091,Prime Realty,4,B2214
A2215,Eleanor Rodrequez,6382752092,Prime Realty,6,B2215
