sale_id,property_id,sale_date,sale_price,buyer_name,payment_method
S1741,P1841,9/4/2020,9447960,Gemma Mcdonald,Bank Loan
S1742,P1842,9/5/2020,8470721,Willie Lu,Bank Loan
S1743,P1843,9/6/2020,8238997,Eduardo Mondragon,Bank Loan
S1744,P1844,9/7/2020,8882287,Hector Davis,Bank Loan
S1745,P1845,9/8/2020,5099636,Thomas Parker,Bank Loan
S1746,P1846,9/9/2020,7912287,Stephanie Siebert,Bank Loan
S1747,P1847,9/10/2020,7352441,Amelia Figueras,Bank Loan
S1748,P1848,9/11/2020,7487174,Rena Ford,Bank Loan
S1749,P1849,9/12/2020,6977297,Charleen Garcia,Bank Loan
S1750,P1850,9/13/2020,8794801,Marguerite Garfinkle,Bank Loan
S1751,P1851,9/14/2020,6788752,Eula Supernaw,Bank Loan
S1752,P1852,9/15/2020,8126441,Annalisa Lybarger,Bank Loan
S1753,P1853,9/16/2020,6484225,Audra Madeiros,Bank Loan
S1754,P1854,9/17/2020,8093198,Kyle Lussier,Bank Loan
S1755,P1855,9/18/2020,5272643,Kristin Hughes,Bank Loan
S1756,P1856,9/19/2020,5143770,Gonzalo Rosser,Bank Loan
S1757,P1857,9/20/2020,5296256,Hazel Doe,Bank Loan
S1758,P1858,9/21/2020,5999297,Brian Stanley,Bank Loan
S1759,P1859,9/22/2020,5258255,David Wood,Bank Loan
S1760,P1860,9/23/2020,6100824,John Epstein,Bank Loan
S1761,P1861,9/24/2020,4706034,Christopher Mcghee,Bank Loan
S1762,P1862,9/25/2020,8614755,Joyce Duckett,Bank Loan
S1763,P1863,9/26/2020,7642608,John Webre,Bank Loan
S1764,P1864,9/27/2020,5570544,Tabitha Russell,Bank Loan
S1765,P1865,9/28/2020,4824037,Judith Little,Bank Loan
S1766,P1866,9/29/2020,9238229,Eva Beasley,Bank Loan
S1767,P1867,9/30/2020,5990648,Loren Thomas,Bank Loan
S1768,P1868,10/1/2020,9438897,Mary Koester,Bank Loan
S1769,P1869,10/2/2020,7590342,Stephen Allen,Bank Loan
S1770,P1870,10/3/2020,7679597,Cecile Smudrick,Bank Loan
S1771,P1871,10/4/2020,6295181,Jason Warren,Bank Loan
S1772,P1872,10/5/2020,4644524,Annie Henshaw,Bank Loan
S1773,P1873,10/6/2020,8112485,Kevin Best,Bank Loan
S1774,P1874,10/7/2020,4648000,Albert Gonzales,Bank Loan
S1775,P1875,10/8/2020,5076684,Scott Rao,Bank Loan
S1776,P1876,10/9/2020,6974392,Margaret Adams,Bank Loan
S1777,P1877,10/10/2020,8531542,Bertha Williams,Bank Loan
S1778,P1878,10/11/2020,6315164,Eddie Smith,Bank Loan
S1779,P1879,10/12/2020,5851215,Susan Fletcher,Bank Loan
S1780,P1880,10/13/2020,8987969,Edith Christian,Bank Loan
S1781,P1881,10/14/2020,8066995,Mathew Gonzalez,Bank Loan
S1782,P1882,10/15/2020,8015308,Janis Bourque,Bank Loan
S1783,P1883,10/16/2020,9457608,Michelle Neri,Bank Loan
S1784,P1884,10/17/2020,7781884,Heather Himes,Bank Loan
S1785,P1885,10/18/2020,6082092,Carmela Alvarado,Bank Loan
S1786,P1886,10/19/2020,7811627,Jenifer Taylor,Bank Loan
S1787,P1887,10/20/2020,5600556,Kimberly Pawlak,Bank Loan
S1788,P1888,10/21/2020,7484012,Walter Rouse,Bank Loan
S1789,P1889,10/22/2020,8525647,Faith Johnson,Bank Loan
S1790,P1890,10/23/2020,8520015,Franklin Perez,Bank Loan
S1791,P1891,10/24/2020,4796393,Richard Maes,Bank Loan
S1792,P1892,10/25/2020,5372278,Wilfredo Crosson,Bank Loan
S1793,P1893,10/26/2020,5098719,Freddie Buran,Bank Loan
S1794,P1894,10/27/2020,4714130,Joseph Wolf,Bank Loan
S1795,P1895,10/28/2020,5549031,Alyssa Torres,Bank Loan
S1796,P1896,10/29/2020,8012105,Eric Semple,Bank Loan
S1797,P1897,10/30/2020,7719876,Charles Heacock,Bank Loan
S1798,P1898,10/31/2020,5580603,Jack Reynolds,Bank Loan
S1799,P1899,11/1/2020,8483526,Florence Ruppe,Bank Loan
S1800,P1900,11/2/2020,6151052,Fred Jones,Bank Loan
S1801,P1901,11/3/2020,5651869,Clifford Oneil,Bank Loan
S1802,P1902,11/4/2020,8063304,Lila Pruitt,Bank Loan
S1803,P1903,11/5/2020,5885164,Chris Polan,Bank Loan
S1804,P1904,11/6/2020,5144034,John Osterhoudt,Bank Loan
S1805,P1905,11/7/2020,6250281,Jose Mccraw,Bank Loan
S1806,P1906,11/8/2020,7815350,Jerry Davis,Bank Loan
S1807,P1907,11/9/2020,5118491,Edith Mobley,Bank Loan
S1808,P1908,11/10/2020,5035661,Carrie Arriaga,Bank Loan
S1809,P1909,11/11/2020,7938524,Addie Parks,Bank Loan
S1810,P1910,11/12/2020,5779140,Estrella Looney,Bank Loan
S1811,P1911,11/13/2020,4873087,Beverly Simens,Bank Loan
S1812,P1912,11/14/2020,9057791,Catherine Page,Bank Loan
S1813,P1913,11/15/2020,4736714,Melissa Pacheco,Bank Loan
S1814,P1914,11/16/2020,5790826,Richard Mount,Bank Loan
S1815,P1915,11/17/2020,9366148,Melvin Sanford,Bank Loan
S1816,P1916,11/18/2020,6697186,Christian Boudreaux,Bank Loan
S1817,P1917,11/19/2020,6236363,Frederick Bilodeau,Bank Loan
S1818,P1918,11/20/2020,4722144,Sierra Perez,Bank Loan
S1819,P1919,11/21/2020,7502171,Jack Wilson,Bank Loan
S1820,P1920,11/22/2020,5050323,Jack Miller,Bank Loan
S1821,P1921,11/23/2020,8407989,Thomas Bennett,Bank Loan
S1822,P1922,11/24/2020,6164349,Carol Golightly,Bank Loan
S1823,P1923,11/25/2020,5319184,Molly Jones,Bank Loan
S1824,P1924,11/26/2020,5533963,Jessica Barkley,Bank Loan
S1825,P1925,11/27/2020,5208897,Manuel Robin,Bank Loan
S1826,P1926,11/28/2020,4510665,Jimmy Krebs,Bank Loan
S1827,P1927,11/29/2020,4772806,Mary Nielson,Bank Loan
S1828,P1928,11/30/2020,5929872,Krystal Bak,Bank Loan
S1829,P1929,12/1/2020,8777279,Harry Quinton,Bank Loan
S1830,P1930,12/2/2020,9127918,Dorothy Alcantara,Bank Loan
S1831,P1931,12/3/2020,5798017,Travis Diaz,Bank Loan
S1832,P1932,12/4/2020,7976720,Erik Brown,Bank Loan
S1833,P1933,12/5/2020,5991332,Shirley Koch,Bank Loan
S1834,P1934,12/6/2020,9332434,Ashley Morin,Bank Loan
S1835,P1935,12/7/2020,5541694,Frederick Ball,Bank Loan
S1836,P1936,12/8/2020,6609386,Kelvin Morris,Bank Loan
S1837,P1937,12/9/2020,7239522,Joshua Lee,Bank Loan
S1838,P1938,12/10/2020,6246059,Opal Pruiett,Bank Loan
S1839,P1939,12/11/2020,7037713,Derrick Harris,Bank Loan
S1840,P1940,12/12/2020,6671644,Patrick Urbina,Bank Loan
S1841,P1941,12/13/2020,7009708,Dorothy Kramer,Bank Loan
S1842,P1942,12/14/2020,6261565,Julie Edwards,Bank Loan
S1843,P1943,12/15/2020,8380456,Mike Mcglothlin,Bank Loan
S1844,P1944,12/16/2020,9099974,Susan Greene,Bank Loan
S1845,P1945,12/17/2020,9175334,Moses Barker,Bank Loan
S1846,P1946,12/18/2020,9404148,Brenda Trotman,Bank Loan
S1847,P1947,12/19/2020,7542377,Joshua Thornton,Bank Loan
S1848,P1948,12/20/2020,9275811,Marcus Smith,Bank Loan
S1849,P1949,12/21/2020,6732769,Michael Schlager,Bank Loan
S1850,P1950,12/22/2020,5361708,Jennifer Unger,Bank Loan
S1851,P1951,12/23/2020,6830422,Elizabeth Robinson,Bank Loan
S1852,P1952,12/24/2020,5550079,Lisa Hamilton,Bank Loan
S1853,P1953,12/25/2020,8689160,Stephen Flowers,Bank Loan
S1854,P1954,12/26/2020,4617176,Melissa Bouska,Bank Loan
S1855,P1955,12/27/2020,5243079,Belia Parker,Bank Loan
S1856,P1956,12/28/2020,5614411,Mary Harp,Bank Loan
S1857,P1957,12/29/2020,7654173,Teresa Mireles,Bank Loan
S1858,P1958,12/30/2020,9257020,Maya Redman,Bank Loan
S1859,P1959,12/31/2020,7505421,Terrilyn Arcizo,Bank Loan
S1860,P1960,1/1/2021,5504702,Oren Griffitts,Bank Loan
S1861,P1961,1/2/2021,6508623,Allen Huntington,Bank Loan
S1862,P1962,1/3/2021,6666517,Carolyn Voss,Bank Loan
S1863,P1963,1/4/2021,6587413,Roberto King,Bank Loan
S1864,P1964,1/5/2021,8592062,Nancy Dixon,Bank Loan
S1865,P1965,1/6/2021,7345914,Robert Shannon,Bank Loan
S1866,P1966,1/7/2021,8520933,Kevin Shafer,Bank Loan
S1867,P1967,1/8/2021,7290818,Linda Crawford,Bank Loan
S1868,P1968,1/9/2021,6511416,Grace Hannah,Bank Loan
S1869,P1969,1/10/2021,5335454,Amanda Anderson,Bank Loan
S1870,P1970,1/11/2021,7267748,Alma Nolan,Bank Loan
S1871,P1971,1/12/2021,8520144,Toni Martinez,Bank Loan
S1872,P1972,1/13/2021,6627408,Janet Stringer,Bank Loan
S1873,P1973,1/14/2021,9415484,Daniel Hernandez,Bank Loan
S1874,P1974,1/15/2021,5803800,Craig Caruthers,Bank Loan
S1875,P1975,1/16/2021,7307798,Thelma Wiltse,Bank Loan
S1876,P1976,1/17/2021,8417601,Jacqueline Hubbard,Bank Loan
S1877,P1977,1/18/2021,7655246,Cindy Pena,Bank Loan
S1878,P1978,1/19/2021,6876018,Tara Bailey,Bank Loan
S1879,P1979,1/20/2021,5672943,Ashley Aste,Bank Loan
S1880,P1980,1/21/2021,6515318,Christina Mckee,Bank Loan
S1881,P1981,1/22/2021,5599194,Bobby Ostrander,Bank Loan
S1882,P1982,1/23/2021,7638088,William Weitzel,Bank Loan
S1883,P1983,1/24/2021,7987579,Wendy Behrens,Bank Loan
S1884,P1984,1/25/2021,5930140,Jesse Peters,Bank Loan
S1885,P1985,1/26/2021,5167302,Teresa Bullins,Bank Loan
S1886,P1986,1/27/2021,7012611,Amie Mccray,Bank Loan
S1887,P1987,1/28/2021,6279203,Felicita Dewolf,Bank Loan
S1888,P1988,1/29/2021,9357682,Patricia Johnson,Bank Loan
S1889,P1989,1/30/2021,7984605,Peter Viola,Bank Loan
S1890,P1990,1/31/2021,6174743,Robert Wheeler,Bank Loan
S1891,P1991,2/1/2021,5040095,Richard Snell,Bank Loan
S1892,P1992,2/2/2021,8930780,Lou Redhead,Bank Loan
S1893,P1993,2/3/2021,8512936,Jana Bell,Bank Loan
S1894,P1994,2/4/2021,6700593,Linda Lloyd,Bank Loan
S1895,P1995,2/5/2021,8280084,Latonya Dean,Bank Loan
S1896,P1996,2/6/2021,8583499,Lyle Williams,Bank Loan
S1897,P1997,2/7/2021,6080995,Earl Montano,Bank Loan
S1898,P1998,2/8/2021,4725888,Peter Glenn,Bank Loan
S1899,P1999,2/9/2021,6601248,Veronica Myers,Bank Loan
S1900,P2000,2/10/2021,5801501,Elton Scamehorn,Bank Loan
S1901,P2001,2/11/2021,5116251,John Ramsey,Bank Loan
S1902,P2002,2/12/2021,7991206,Billy Christo,Bank Loan
S1903,P2003,2/13/2021,7177668,Bob Madden,Bank Loan
S1904,P2004,2/14/2021,7777082,James Evans,Bank Loan
S1905,P2005,2/15/2021,4652442,Howard Hornlein,Bank Loan
S1906,P2006,2/16/2021,5649560,Tammy Sinclair,Bank Loan
S1907,P2007,2/17/2021,6164066,Arlene Chalifour,Bank Loan
S1908,P2008,2/18/2021,5398127,Jaqueline Wellman,Bank Loan
S1909,P2009,2/19/2021,5921697,Jacklyn Robertson,Bank Loan
S1910,P2010,2/20/2021,5795851,Timothy Robeson,Bank Loan
S1911,P2011,2/21/2021,4588521,Douglas Smith,Bank Loan
S1912,P2012,2/22/2021,7655525,Carol Sumner,Bank Loan
S1913,P2013,2/23/2021,6503778,Christy Banister,Bank Loan
S1914,P2014,2/24/2021,5417992,Kenny Reynolds,Bank Loan
S1915,P2015,2/25/2021,8521120,Sylvia Waddell,Bank Loan
S1916,P2016,2/26/2021,4839911,Timothy Hayden,Bank Loan
S1917,P2017,2/27/2021,6388819,Lila West,Bank Loan
S1918,P2018,2/28/2021,4556601,Robert Shepherd,Bank Loan
S1919,P2019,3/1/2021,9196262,Sergio Anderson,Bank Loan
S1920,P2020,3/2/2021,6681339,Sandra Mcallister,Bank Loan
S1921,P2021,3/3/2021,4729691,Leon Kaelker,Bank Loan
S1922,P2022,3/4/2021,5996668,Charles White,Bank Loan
S1923,P2023,3/5/2021,6171382,Richard Fisher,Bank Loan
S1924,P2024,3/6/2021,4735054,Jimmie Dimmick,Bank Loan
S1925,P2025,3/7/2021,4766382,Cleo Coffin,Bank Loan
S1926,P2026,3/8/2021,7240111,Lynne Matthews,Bank Loan
S1927,P2027,3/9/2021,4830875,Crystal Alt,Bank Loan
S1928,P2028,3/10/2021,7742501,Bobby Wynn,Bank Loan
S1929,P2029,3/11/2021,5713024,Tonia Clark,EMI
S1930,P2030,3/12/2021,5742608,Rocio Hartt,EMI
S1931,P2031,3/13/2021,9376947,Micheal Fernandez,EMI
S1932,P2032,3/14/2021,5898727,James Brace,EMI
S1933,P2033,3/15/2021,7205914,John Hixon,EMI
S1934,P2034,3/16/2021,9466050,Henry Hawks,EMI
S1935,P2035,3/17/2021,5091347,Carlos Christman,EMI
S1936,P2036,3/18/2021,4677119,Mary Glass,EMI
S1937,P2037,3/19/2021,5188002,Gregory Hull,EMI
S1938,P2038,3/20/2021,7853078,Harry Rozmus,EMI
S1939,P2039,3/21/2021,8259116,James Love,EMI
S1940,P2040,3/22/2021,7142889,Jimmy Kettl,EMI
S1941,P2041,3/23/2021,9006662,Angela Rodriguez,EMI
S1942,P2042,3/24/2021,5992962,William Broussard,EMI
S1943,P2043,3/25/2021,4784192,Daisy Morgan,EMI
S1944,P2044,3/26/2021,7749600,Ernest Lovett,EMI
S1945,P2045,3/27/2021,7629499,Edna Duffy,EMI
S1946,P2046,3/28/2021,9142289,Mary Hoffman,EMI
S1947,P2047,3/29/2021,7452182,Mary Silk,EMI
S1948,P2048,3/30/2021,5175117,James Day,EMI
S1949,P2049,3/31/2021,6446664,Keila Jordan,EMI
S1950,P2050,4/1/2021,5344739,Byron Kunz,EMI
S1951,P2051,4/2/2021,7924619,Mary Jordan,EMI
S1952,P2052,4/3/2021,5438410,Melissa Carney,EMI
S1953,P2053,4/4/2021,5660069,Marvin Xaimoungkhoun,EMI
S1954,P2054,4/5/2021,8611371,Thomas James,EMI
S1955,P2055,4/6/2021,9185762,Michelle Bommarito,EMI
S1956,P2056,4/7/2021,7749600,Alice Schulz,EMI
S1957,P2057,4/8/2021,9129080,Jennifer Korfhage,EMI
S1958,P2058,4/9/2021,8610822,Joseph Bergman,EMI
S1959,P2059,4/10/2021,7289800,Steven Johnson,EMI
S1960,P2060,4/11/2021,6067630,Carmen Casillas,EMI
S1961,P2061,4/12/2021,5130167,Vera Terry,EMI
S1962,P2062,4/13/2021,5462935,Betsy Sadler,EMI
S1963,P2063,4/14/2021,6312442,Amelia Rodriguez,EMI
S1964,P2064,4/15/2021,6997545,Guillermo Streeter,EMI
S1965,P2065,4/16/2021,6973510,Russell Joseph,EMI
S1966,P2066,4/17/2021,4775791,Dwayne Traino,EMI
S1967,P2067,4/18/2021,8212024,Mario Schmidt,EMI
S1968,P2068,4/19/2021,7190492,Daniel Powell,EMI
S1969,P2069,4/20/2021,8054659,Jeanne Harden,EMI
S1970,P2070,4/21/2021,6960584,Wilford Thomas,EMI
S1971,P2071,4/22/2021,4574670,Peter Shockley,EMI
S1972,P2072,4/23/2021,4982225,Leigh Breisch,EMI
S1973,P2073,4/24/2021,8812226,John Rayburn,EMI
S1974,P2074,4/25/2021,6325924,Cody Hazzard,EMI
S1975,P2075,4/26/2021,8914826,Eugene Richards,EMI
S1976,P2076,4/27/2021,9041252,Glenn Gonzalez,EMI
S1977,P2077,4/28/2021,8685350,Jose Waldman,EMI
S1978,P2078,4/29/2021,7558728,Jonathan Danner,EMI
S1979,P2079,4/30/2021,6048796,Gerald Bayer,EMI
S1980,P2080,5/1/2021,6950934,Jay Veil,EMI
S1981,P2081,5/2/2021,7057337,Brandon Falls,EMI
S1982,P2082,5/3/2021,4881336,James Loveman,EMI
S1983,P2083,5/4/2021,8631664,Lorraine Bolinger,EMI
S1984,P2084,5/5/2021,5467828,Daniel Blakeman,EMI
S1985,P2085,5/6/2021,5915020,Fern Williams,EMI
S1986,P2086,5/7/2021,5813779,Shaun Novak,EMI
S1987,P2087,5/8/2021,6609105,Robert Thurman,EMI
S1988,P2088,5/9/2021,5372539,Richard Allen,EMI
S1989,P2089,5/10/2021,9394632,Miguel Moreno,EMI
S1990,P2090,5/11/2021,6452240,James Brownlee,EMI
S1991,P2091,5/12/2021,7344791,Hector Parks,EMI
S1992,P2092,5/13/2021,5062959,Melissa Ogilvie,EMI
S1993,P2093,5/14/2021,6360939,Jeff Cerrone,EMI
S1994,P2094,5/15/2021,6253566,Christina Campbell,EMI
S1995,P2095,5/16/2021,6268782,Wayne Estep,EMI
S1996,P2096,5/17/2021,6551644,Joseph Reyes,EMI
S1997,P2097,5/18/2021,6283078,Wanda Jacobs,EMI
S1998,P2098,5/19/2021,8622315,Debra Troublefield,EMI
S1999,P2099,5/20/2021,6192804,Mandy Roundtree,EMI
S2000,P2100,5/21/2021,6268871,Teresa Mccarron,EMI
S2001,P2101,5/22/2021,4920478,Desiree Loudy,EMI
S2002,P2102,5/23/2021,4500537,John Brown,EMI
S2003,P2103,5/24/2021,8827554,Carlos Chappell,EMI
S2004,P2104,5/25/2021,7133782,George Epperson,EMI
S2005,P2105,5/26/2021,8249347,Jeffery Blount,EMI
S2006,P2106,5/27/2021,8068182,David Rautenberg,EMI
S2007,P2107,5/28/2021,6954167,Andrew Williams,EMI
S2008,P2108,5/29/2021,6934647,Alicia Clem,EMI
S2009,P2109,5/30/2021,4825232,Edward Davidson,EMI
S2010,P2110,5/31/2021,5270936,Alejandra Craig,EMI
S2011,P2111,6/1/2021,6097898,Chase Hinzman,EMI
S2012,P2112,6/2/2021,5324591,Brigitte Bobbitt,EMI
S2013,P2113,6/3/2021,8412986,Richard Post,EMI
S2014,P2114,6/4/2021,9087405,Kevin Puente,EMI
S2015,P2115,6/5/2021,8783437,Michael Lopez,EMI
S2016,P2116,6/6/2021,7814751,Patrica Guyton,EMI
S2017,P2117,6/7/2021,8368206,Michael Perry,EMI
S2018,P2118,6/8/2021,4980142,Sierra Kirkland,EMI
S2019,P2119,6/9/2021,5619084,Suzanne Patterson,EMI
S2020,P2120,6/10/2021,8894309,Roger Curran,EMI
S2021,P2121,6/11/2021,8020284,Kevin Schuetze,EMI
S2022,P2122,6/12/2021,5300972,Cecile Spinks,EMI
S2023,P2123,6/13/2021,8854919,Wilbur Dejesus,EMI
S2024,P2124,6/14/2021,9126380,Jeannie Heineman,EMI
S2025,P2125,6/15/2021,5751639,John Russell,EMI
S2026,P2126,6/16/2021,8792160,Enrique Kesselman,EMI
S2027,P2127,6/17/2021,4658993,Casey Courser,EMI
S2028,P2128,6/18/2021,6707628,Delora Stark,EMI
S2029,P2129,6/19/2021,7867271,Veronica Grennan,EMI
S2030,P2130,6/20/2021,4874464,Linda Oliphant,EMI
S2031,P2131,6/21/2021,6264463,Sue Edge,EMI
S2032,P2132,6/22/2021,6642952,David Butler,EMI
S2033,P2133,6/23/2021,6262256,Peggy Lallo,EMI
S2034,P2134,6/24/2021,8520785,Dick Carrell,EMI
S2035,P2135,6/25/2021,8933217,Felix Banks,EMI
S2036,P2136,6/26/2021,7898386,Amelia Haynes,EMI
S2037,P2137,6/27/2021,8235719,Kristin Barnes,EMI
S2038,P2138,6/28/2021,7783932,Leo Keepers,EMI
S2039,P2139,6/29/2021,7423216,Nicholas Zumwalt,EMI
S2040,P2140,6/30/2021,5479379,Kenneth Harvey,EMI
S2041,P2141,7/1/2021,4601153,Gary Duncan,EMI
S2042,P2142,7/2/2021,8136206,Timothy Bunker,EMI
S2043,P2143,7/3/2021,7049525,Susan Smith,EMI
S2044,P2144,7/4/2021,7180626,Frank Harris,EMI
S2045,P2145,7/5/2021,7469677,Richard Lee,EMI
S2046,P2146,7/6/2021,8786869,Sharon Husbands,EMI
S2047,P2147,7/7/2021,7525552,Silvia Craig,EMI
S2048,P2148,7/8/2021,6000173,John Nelson,EMI
S2049,P2149,7/9/2021,7679568,Eva Richardson,EMI
S2050,P2150,7/10/2021,9087023,Richard Hammond,EMI
S2051,P2151,7/11/2021,5288323,Tyrone Speziale,EMI
S2052,P2152,7/12/2021,6694171,Anne Smith,EMI
S2053,P2153,7/13/2021,8055409,Laurie Rowell,EMI
S2054,P2154,7/14/2021,9022963,Jackie Lints,EMI
S2055,P2155,7/15/2021,8700694,Rolf Feldman,EMI
S2056,P2156,7/16/2021,5249273,Jason Fields,EMI
S2057,P2157,7/17/2021,8422783,William Newbold,EMI
S2058,P2158,7/18/2021,9280329,Jesse Taylor,EMI
S2059,P2159,7/19/2021,9352312,Timothy Wozniak,EMI
S2060,P2160,7/20/2021,5424950,Jeremiah Vasquez,EMI
S2061,P2161,7/21/2021,8011584,Carla Hunt,EMI
S2062,P2162,7/22/2021,7198481,Beverly Torres,EMI
S2063,P2163,7/23/2021,5880683,Terrell Westlie,EMI
S2064,P2164,7/24/2021,8338125,Luciano Vasquez,EMI
S2065,P2165,7/25/2021,5541314,Levi Braswell,EMI
S2066,P2166,7/26/2021,9112216,Robin Cherubino,EMI
S2067,P2167,7/27/2021,5560538,Catherine Delisa,EMI
S2068,P2168,7/28/2021,4561110,Joseph Swenson,EMI
S2069,P2169,7/29/2021,9252858,Rosemary Dawes,EMI
S2070,P2170,7/30/2021,7829737,Jason Limmel,EMI
S2071,P2171,7/31/2021,9295496,Jessie Maldonado,EMI
S2072,P2172,8/1/2021,6642314,Kate Ware,EMI
S2073,P2173,8/2/2021,6558808,Robert Franklin,EMI
S2074,P2174,8/3/2021,6762051,Derek Leak,EMI
S2075,P2175,8/4/2021,6463380,Catherine Smiley,EMI
S2076,P2176,8/5/2021,5861011,Arlene Beck,EMI
S2077,P2177,8/6/2021,7779875,Tammy Owens,EMI
S2078,P2178,8/7/2021,6003278,Mathilde Martino,EMI
S2079,P2179,8/8/2021,7151384,Keith Strickland,EMI
S2080,P2180,8/9/2021,7752405,Shirley Crockette,EMI
S2081,P2181,8/10/2021,5723181,Ora Tefft,EMI
S2082,P2182,8/11/2021,9487663,Alice Rhodes,EMI
S2083,P2183,8/12/2021,6732256,Steven Wood,EMI
S2084,P2184,8/13/2021,8998042,James Wilson,EMI
S2085,P2185,8/14/2021,7651395,Daniel Calahan,EMI
S2086,P2186,8/15/2021,4711844,Ada Thompson,EMI
S2087,P2187,8/16/2021,6176760,Hillary Rivera,EMI
S2088,P2188,8/17/2021,5379106,Terri Ulatowski,EMI
S2089,P2189,8/18/2021,8742391,Lisa Ellenberger,EMI
S2090,P2190,8/19/2021,6275009,Seema Madden,EMI
S2091,P2191,8/20/2021,4979541,Joshua Hendricks,EMI
S2092,P2192,8/21/2021,9234723,Mallory Oglesbee,EMI
S2093,P2193,8/22/2021,8128866,Carlos Timothy,EMI
S2094,P2194,8/23/2021,4969754,Harriet Harvey,EMI
S2095,P2195,8/24/2021,6790416,Roma Baum,EMI
S2096,P2196,8/25/2021,5470635,Barbara Snethen,EMI
S2097,P2197,8/26/2021,6448660,Kathryn Medlar,EMI
S2098,P2198,8/27/2021,7553170,Santiago Jackson,EMI
S2099,P2199,8/28/2021,5068127,Kevin Weeks,EMI
S2100,P2200,8/29/2021,4895560,James Reynolds,EMI
S2101,P2201,8/30/2021,7410123,Anita Stein,EMI
S2102,P2202,8/31/2021,5918494,Elva Muir,EMI
S2103,P2203,9/1/2021,8155855,Chung Ferris,EMI
S2104,P2204,9/2/2021,8943698,Leon Watkins,EMI
S2105,P2205,9/3/2021,9079425,Erin Johnston,EMI
S2106,P2206,9/4/2021,8467119,Maria Ransom,EMI
S2107,P2207,9/5/2021,7580341,Ida Schiefelbein,EMI
S2108,P2208,9/6/2021,7435116,Jon Czech,EMI
S2109,P2209,9/7/2021,5749973,Denise Pickett,EMI
S2110,P2210,9/8/2021,6344326,John Dunleavy,EMI
S2111,P2211,9/9/2021,5318242,David Preston,EMI
S2112,P2212,9/10/2021,7316257,Dennis English,EMI
S2113,P2213,9/11/2021,7584811,Rosy Parker,EMI
S2114,P2214,9/12/2021,9393631,Daniel Wainscott,EMI
S2115,P2215,9/13/2021,8805670,John Watkins,EMI
S2116,P2216,9/14/2021,6247484,Felecia Wallace,EMI
S2117,P2217,9/15/2021,8151701,Rita Feurtado,EMI
S2118,P2218,9/16/2021,7006977,Jeffrey Harrison,EMI
S2119,P2219,9/17/2021,6694412,Sherry Pace,EMI
S2120,P2220,9/18/2021,9086593,Henry Walker,EMI
S2121,P2221,9/19/2021,8082559,Lewis Haven,EMI
S2122,P2222,9/20/2021,5164832,Scott Williams,EMI
S2123,P2223,9/21/2021,6171982,Kathy Amador,EMI
S2124,P2224,9/22/2021,6452306,Clyde Shank,EMI
S2125,P2225,9/23/2021,4923164,Barbara Husseini,EMI
S2126,P2226,9/24/2021,5932858,Percy Valone,EMI
S2127,P2227,9/25/2021,5001510,Nathan Agro,EMI
S2128,P2228,9/26/2021,5992173,Mary Lewis,EMI
S2129,P2229,9/27/2021,7323772,Jerry Stein,EMI
S2130,P2230,9/28/2021,8852056,Brenda Kalama,EMI
S2131,P2231,9/29/2021,9157954,Ashton Hermans,EMI
S2132,P2232,9/30/2021,5455313,Henry Ramos,EMI
S2133,P2233,10/1/2021,6485231,Mark Newman,EMI
S2134,P2234,10/2/2021,4613540,Aaron Tunnell,EMI
S2135,P2235,10/3/2021,6251481,Elenor Betzer,EMI
S2136,P2236,10/4/2021,7187486,Gary Valladares,EMI
S2137,P2237,10/5/2021,9043665,Michael Brimmage,EMI
S2138,P2238,10/6/2021,8224768,Bertha Steib,EMI
S2139,P2239,10/7/2021,6875745,Maria Perez,EMI
S2140,P2240,10/8/2021,8083661,Dawn Alzate,EMI
S2141,P2241,10/9/2021,7003490,Tonia Bunting,EMI
S2142,P2242,10/10/2021,5320454,Eddie White,EMI
S2143,P2243,10/11/2021,7884630,Paula Booth,EMI
S2144,P2244,10/12/2021,9188372,Earnestine Ratcliff,EMI
S2145,P2245,10/13/2021,6662469,Richard Rabinowitz,EMI
S2146,P2246,10/14/2021,7965312,Jeff Vanzandt,EMI
S2147,P2247,10/15/2021,4981362,Frieda North,EMI
S2148,P2248,10/16/2021,8475843,Sherrie Marguez,EMI
S2149,P2249,10/17/2021,6032287,Dorothy Schaal,EMI
S2150,P2250,10/18/2021,7379569,Lois Brown,EMI
S2151,P2251,10/19/2021,5248069,Kathy Ardon,EMI
S2152,P2252,10/20/2021,8256638,Shawn Murphy,EMI
S2153,P2253,10/21/2021,8710140,Agnes Dickerman,EMI
S2154,P2254,10/22/2021,5320879,Ralph Bryant,EMI
S2155,P2255,10/23/2021,4637117,Carl Garza,EMI
S2156,P2256,10/24/2021,8307787,Richard Harrison,EMI
S2157,P2257,10/25/2021,4851817,Dennis Quinton,EMI
S2158,P2258,10/26/2021,6631903,Kenneth Allison,EMI
S2159,P2259,10/27/2021,8917540,Elizabeth Reyes,EMI
S2160,P2260,10/28/2021,9386803,Robert Oliver,EMI
S2161,P2261,10/29/2021,8090730,John Brown,EMI
S2162,P2262,10/30/2021,7016499,Emma East,EMI
S2163,P2263,10/31/2021,6214280,Charles Anderson,EMI
S2164,P2264,11/1/2021,8272360,Marisol Morgan,EMI
S2165,P2265,11/2/2021,4635126,Mary Monteleone,EMI
S2166,P2266,11/3/2021,7959762,Megan Luster,EMI
